key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_SUBCTS828_04764_SEQ_00,秘術師公會的圖比爾蓋姆似乎有些事情要告訴冒險者。(翻譯:螢詩月@巴哈姆特)
1,TEXT_SUBCTS828_04764_SEQ_01,聽說圖比爾蓋姆正在調查一個奇怪的斧術師和「學者」，似乎有些事情想要拜託冒險者。在秘術師公會訓練場下方的「指定地點」，等待圖比爾蓋姆吧。
2,TEXT_SUBCTS828_04764_SEQ_02,成功召喚了寄宿著治癒以太的寶石獸，圖比爾蓋姆的實驗終於成功了。與秘術師公會的「圖比爾蓋姆」交談吧。
3,TEXT_SUBCTS828_04764_SEQ_03,圖比爾蓋姆對協助的冒險者表示感謝，並表示這次的實驗非常有意義。
4,TEXT_SUBCTS828_04764_SEQ_04,
5,TEXT_SUBCTS828_04764_SEQ_05,
6,TEXT_SUBCTS828_04764_SEQ_06,
7,TEXT_SUBCTS828_04764_SEQ_07,
8,TEXT_SUBCTS828_04764_SEQ_08,
9,TEXT_SUBCTS828_04764_SEQ_09,
10,TEXT_SUBCTS828_04764_SEQ_10,
11,TEXT_SUBCTS828_04764_SEQ_11,
12,TEXT_SUBCTS828_04764_SEQ_12,
13,TEXT_SUBCTS828_04764_SEQ_13,
14,TEXT_SUBCTS828_04764_SEQ_14,
15,TEXT_SUBCTS828_04764_SEQ_15,
16,TEXT_SUBCTS828_04764_SEQ_16,
17,TEXT_SUBCTS828_04764_SEQ_17,
18,TEXT_SUBCTS828_04764_SEQ_18,
19,TEXT_SUBCTS828_04764_SEQ_19,
20,TEXT_SUBCTS828_04764_SEQ_20,
21,TEXT_SUBCTS828_04764_SEQ_21,
22,TEXT_SUBCTS828_04764_SEQ_22,
23,TEXT_SUBCTS828_04764_SEQ_23,
24,TEXT_SUBCTS828_04764_TODO_00,在「<hex:02280CFF05>EObj<hex:F61EB8C70103>」等待
25,TEXT_SUBCTS828_04764_TODO_01,與圖比爾蓋姆對話
26,TEXT_SUBCTS828_04764_TODO_02,
27,TEXT_SUBCTS828_04764_TODO_03,
28,TEXT_SUBCTS828_04764_TODO_04,
29,TEXT_SUBCTS828_04764_TODO_05,
30,TEXT_SUBCTS828_04764_TODO_06,
31,TEXT_SUBCTS828_04764_TODO_07,
32,TEXT_SUBCTS828_04764_TODO_08,
33,TEXT_SUBCTS828_04764_TODO_09,
34,TEXT_SUBCTS828_04764_TODO_10,
35,TEXT_SUBCTS828_04764_TODO_11,
36,TEXT_SUBCTS828_04764_TODO_12,
37,TEXT_SUBCTS828_04764_TODO_13,
38,TEXT_SUBCTS828_04764_TODO_14,
39,TEXT_SUBCTS828_04764_TODO_15,
40,TEXT_SUBCTS828_04764_TODO_16,
41,TEXT_SUBCTS828_04764_TODO_17,
42,TEXT_SUBCTS828_04764_TODO_18,
43,TEXT_SUBCTS828_04764_TODO_19,
44,TEXT_SUBCTS828_04764_TODO_20,
45,TEXT_SUBCTS828_04764_TODO_21,
46,TEXT_SUBCTS828_04764_TODO_22,
47,TEXT_SUBCTS828_04764_TODO_23,
48,TEXT_SUBCTS828_04764_THUBYRGEIM_000_001,<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>，有點時間嗎？
49,TEXT_SUBCTS828_04764_THUBYRGEIM_000_002,我聽說你接到了奇怪斧術師的委託，<hex:02100103>正在調查尼姆的「學者」，<hex:02100103>這是真的嗎？
50,TEXT_SUBCTS828_04764_THUBYRGEIM_000_003,原來如此，你成功召喚了治癒以太的使魔「小仙子」……
51,TEXT_SUBCTS828_04764_THUBYRGEIM_000_004,如果是這樣，我有件事想要請你幫忙。<hex:02100103>詳細的話，我們在下方的訓練場談吧。<hex:02100103>不好意思，你能先去那裡等我嗎？
52,TEXT_SUBCTS828_04764_THUBYRGEIM_000_005,詳細的話，我們在下方的訓練場談吧。<hex:02100103>不好意思，你能先去那裡等我嗎？
53,TEXT_SUBCTS828_04764_THUBYRGEIM_000_010,不好意思，讓你特地過來。<hex:02100103>那麼我們繼續談吧。
54,TEXT_SUBCTS828_04764_THUBYRGEIM_000_011,不好意思，讓你特地過來。<hex:02100103>我想請你試試之前用召喚獸做的實驗。
55,TEXT_SUBCTS828_04764_THUBYRGEIM_000_012,首先你能讓我看看小仙女的原本形態嗎？
56,TEXT_SUBCTS828_04764_THUBYRGEIM_000_013,真是一個出色的使魔。<hex:02100103>就像從童話故事中走出來一樣可愛呢。
57,TEXT_SUBCTS828_04764_THUBYRGEIM_000_014,但作為你的以太所具現化的存在，<hex:02100103>它的形象其實不是固定的。
58,TEXT_SUBCTS828_04764_THUBYRGEIM_000_015,即使形態被編織進咒式中，<hex:02100103>只要術者加入強烈的意象，理論上是可以改寫的。<hex:02100103>現在你能想像著重新召喚寶石獸嗎？
59,TEXT_SUBCTS828_04764_THUBYRGEIM_000_016,太驚人了！<hex:02100103>一次就成功實現了理論上的假設！
60,TEXT_SUBCTS828_04764_THUBYRGEIM_000_017,而且雖然形態改變了，<hex:02100103>但它並沒有失去原本具備的「治癒之力」。<hex:02100103>也就是說，其作為使魔的性質與小仙女相同。
61,TEXT_SUBCTS828_04764_THUBYRGEIM_000_018,好了，實驗到此為止吧。<hex:02100103>我們先回去吧。
62,TEXT_SUBCTS828_04764_THUBYRGEIM_000_020,這次的實驗非常有意義。<hex:02100103>感謝你證實我的奇想。
63,TEXT_SUBCTS828_04764_THUBYRGEIM_000_021,如果可以的話，你可以應用這次實驗所得的技術，<hex:02100103>給小仙女賦予各種不同的形象。<hex:02100103>那就先這樣吧！
64,TEXT_SUBCTS828_04764_SYSTEM_000_022,使用文本指令「<hex:024804F2022203><hex:022810FF0C>TextCommand<hex:220903><hex:0248020103>」、<hex:02100103>可以將召喚的小仙女外觀變更為其他小仙女或寶石獸。。
65,TEXT_SUBCTS828_04764_SYSTEM_000_023,例如，將朝日小仙女的外觀變更為紅寶石獸，<hex:02100103>輸入「<hex:024804F2022203><hex:022810FF0C>TextCommand<hex:220903><hex:0248020103> 朝日小仙女 紅寶石獸」即可進行外觀變更。
66,TEXT_SUBCTS828_04764_SYSTEM_000_024,更詳細的解說，請使用、<hex:02100103>「<hex:024804F2022203>/? <hex:022810FF0C>TextCommand<hex:220903><hex:0248020103>」指令查看。<hex:02100103>讓我們把小仙女變成你喜歡的外觀吧
