key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_FESANV902_04766_SEQ_00,※本任務為限時任務。<hex:02100103><hex:02100103>黃金廣場的琪琵．嘉奇亞似乎有事想要拜託冒險者。(翻譯:塔塔露node/螢詩月)
1,TEXT_FESANV902_04766_SEQ_01,※本任務只能在季節性活動期間內接受和進行。<hex:02100103>請注意，活動結束後無法進行。<hex:02100103>有關期間等詳細資訊，請參閱Lodestone。<hex:02100103><hex:02100103>琪琵．嘉奇亞和異國的詩人希望冒險者能暫時一個人守護納吉·阿·嘉奇亞。在來生迴廊的藍玉大街國際市場附近與「納吉·阿·嘉奇亞」對話。
2,TEXT_FESANV902_04766_SEQ_02,與納吉·阿·嘉奇亞對話。他似乎正在因姐姐提出的問題而感到困擾。再次與前往流沙屋的「納吉·阿·嘉奇亞」對話。
3,TEXT_FESANV902_04766_SEQ_03,與納吉·阿·嘉奇亞和莫莫蒂對話。聽完她的話後，納吉似乎有所思考。再次與位於流沙屋西出口的「納吉·阿·嘉奇亞」對話。
4,TEXT_FESANV902_04766_SEQ_04,與納吉·阿·嘉奇亞對話。他似乎在信件樹上找到了要呈現給姐姐的答案。在黃金廣場與「異國的詩人」對話。
5,TEXT_FESANV902_04766_SEQ_05,與異國的詩人對話後。納吉·阿·嘉奇亞似乎想要找到掛在信樹上的信件。與他合作，在黃金廣場尋找「繪有藍色陸行鳥的信件」。
6,TEXT_FESANV902_04766_SEQ_06,找到了繪有藍色陸行鳥的信件。將它交給黃金廣場的「納吉·阿·嘉奇亞」。
7,TEXT_FESANV902_04766_SEQ_07,將信件交給納吉·阿·嘉奇亞後，他匆匆離去傳達答案給姐姐。與裁縫師公會的「納吉·阿·嘉奇亞」對話。
8,TEXT_FESANV902_04766_SEQ_08,與納吉·阿·嘉奇亞對話後。他再次受到琪琵．嘉奇亞的鼓勵，姐弟倆各自踏上了自己的道路。與在紅玉大路國際市場的「異國的詩人」對話，報告事情的經過。
9,TEXT_FESANV902_04766_SEQ_09,與異國的詩人對話。與他一起吟唱祝福那些踏上新旅程的人們，冒險者們凝視著新生節的煙火。
10,TEXT_FESANV902_04766_SEQ_10,
11,TEXT_FESANV902_04766_SEQ_11,
12,TEXT_FESANV902_04766_SEQ_12,
13,TEXT_FESANV902_04766_SEQ_13,
14,TEXT_FESANV902_04766_SEQ_14,
15,TEXT_FESANV902_04766_SEQ_15,
16,TEXT_FESANV902_04766_SEQ_16,
17,TEXT_FESANV902_04766_SEQ_17,
18,TEXT_FESANV902_04766_SEQ_18,
19,TEXT_FESANV902_04766_SEQ_19,
20,TEXT_FESANV902_04766_SEQ_20,
21,TEXT_FESANV902_04766_SEQ_21,
22,TEXT_FESANV902_04766_SEQ_22,
23,TEXT_FESANV902_04766_SEQ_23,
24,TEXT_FESANV902_04766_TODO_00,與藍玉大街國際市場的納吉·阿·嘉奇亞對話
25,TEXT_FESANV902_04766_TODO_01,與流沙屋的納吉·阿·嘉奇亞對話
26,TEXT_FESANV902_04766_TODO_02,再次與納吉·阿·嘉奇亞對話
27,TEXT_FESANV902_04766_TODO_03,與黃金廣場的異國的詩人對話
28,TEXT_FESANV902_04766_TODO_04,尋找繪有藍色陸行鳥的信件
29,TEXT_FESANV902_04766_TODO_05,將繪有藍色陸行鳥的信件交給納吉·阿·嘉奇亞
30,TEXT_FESANV902_04766_TODO_06,與納吉·阿·嘉奇亞對話
31,TEXT_FESANV902_04766_TODO_07,和紅玉大路國際市場的異國的詩人對話
32,TEXT_FESANV902_04766_TODO_08,
33,TEXT_FESANV902_04766_TODO_09,
34,TEXT_FESANV902_04766_TODO_10,
35,TEXT_FESANV902_04766_TODO_11,
36,TEXT_FESANV902_04766_TODO_12,
37,TEXT_FESANV902_04766_TODO_13,
38,TEXT_FESANV902_04766_TODO_14,
39,TEXT_FESANV902_04766_TODO_15,
40,TEXT_FESANV902_04766_TODO_16,
41,TEXT_FESANV902_04766_TODO_17,
42,TEXT_FESANV902_04766_TODO_18,
43,TEXT_FESANV902_04766_TODO_19,
44,TEXT_FESANV902_04766_TODO_20,
45,TEXT_FESANV902_04766_TODO_21,
46,TEXT_FESANV902_04766_TODO_22,
47,TEXT_FESANV902_04766_TODO_23,
48,TEXT_FESANV902_04766_WANDERINGMINSTREL_000_001,對於冒險者的誤解……<hex:02100103>也就是說，琪琵問的是，對於納吉來說「冒險者是什麼」。<hex:02100103>這問題非常有趣呢，你會如何回答呢？
49,TEXT_FESANV902_04766_KIPIHJAKKYA_000_002,嘿，<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>，<hex:02100103>老實說，如果那孩子選擇的是自己的道路，<hex:02100103>我也願意承認他自己前進的決心。
50,TEXT_FESANV902_04766_KIPIHJAKKYA_000_003,因為納吉的冒險是屬於納吉自己的，<hex:02100103>我肯定不會在一旁說三道四。
51,TEXT_FESANV902_04766_KIPIHJAKKYA_000_004,但是，如果「為了得到姐姐的認可，必須這樣做」的想法，<hex:02100103>這樣的想法可能壓抑著他自己的未來……<hex:02100103>這種詛咒必須趕快解除。
52,TEXT_FESANV902_04766_KIPIHJAKKYA_000_007,請原諒我提出一個奇怪的請求。<hex:02100103>在納吉找到自己的答案之前，<hex:02100103>你能否在他身邊守護他呢？
53,TEXT_FESANV902_04766_WANDERINGMINSTREL_000_008,我也想拜託你。<hex:02100103>不少冒險者在新手時期就失去了生命，<hex:02100103>如果堅持獨自行動，危險也會相應增加。
54,TEXT_FESANV902_04766_WANDERINGMINSTREL_000_009,我也不希望眼睜睜地看著新的冒險者走上那樣的道路……<hex:02100103>同樣作為一個冒險者，<hex:02100103>我希望聽聽他的故事並引導他。
55,TEXT_FESANV902_04766_KIPIHJAKKYA_000_010,謝謝，真是幫了大忙。
56,TEXT_FESANV902_04766_KIPIHJAKKYA_000_011,然後我有一件與此事有關的重要事情，<hex:02100103>要先去一趟裁縫工會。<hex:02100103>可能會花一些時間，我們待會見！
57,TEXT_FESANV902_04766_WANDERINGMINSTREL_000_012,納吉剛剛走向東北通道了呢……<hex:02100103>他現在可能在藍玉大街國際市場。<hex:02100103>麻煩你照顧他了。
58,TEXT_FESANV902_04766_WANDERINGMINSTREL_000_020,這些信件中蘊含著寄給這個世界上的某個人的，包含著其他人的思念。<hex:02100103>也有感謝、鼓勵、安慰、祝賀等等，可謂五花八門。
59,TEXT_FESANV902_04766_WANDERINGMINSTREL_000_021,既然納吉拼命地把這些東西搬了過來，<hex:02100103>那麼他自己應該也不想否定自己與他人的聯繫。<hex:02100103>他之所以單獨行動，大概是出於非這樣不可的想法吧。
60,TEXT_FESANV902_04766_KIPIHJAKKYA_000_022,我不認為一個不依賴任何人生活的冒險者是值得稱讚的。
