key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_VOICEMAN_06500_000010_RYNE,要恢復「空無大地」的自然環境，<hex:02100103>必須先糾正過度偏向光的環境屬性平衡。  
1,TEXT_VOICEMAN_06500_000020_RYNE,但僅此並不足以讓自然環境恢復。<hex:02100103>需要一點一滴地賦予生命……<hex:02100103>首先從移植植物開始，作為恢復的起點。  
2,TEXT_VOICEMAN_06500_000030_RYNE,然而在大地虛弱的狀態下，<hex:02100103>不能種植的土地會吸盡土壤養分的植物。<hex:02100103>適合這種情況的種子是……  
3,TEXT_VOICEMAN_06500_000040_RYNE,…………是哪種呢？  
4,TEXT_VOICEMAN_06500_Q1_000_001_NONE_VOICE,要說什麼？  
5,TEXT_VOICEMAN_06500_A1_000_001_NONE_VOICE,你對研究很熱心呢！  
6,TEXT_VOICEMAN_06500_A1_000_002_NONE_VOICE,對植物有興趣……？  
7,TEXT_VOICEMAN_06500_A1_000_003_NONE_VOICE,咖啡樹怎麼樣？  
8,TEXT_VOICEMAN_06500_000050_RYNE,啊，你在這裡啊！？<hex:02100103>好久不見！  
9,TEXT_VOICEMAN_06500_000060_RYNE,對不起。<hex:02100103>我沒有注意到你，所以一個人在那裡自言自語……。  
10,TEXT_VOICEMAN_06500_000070_RYNE,其實，我正在這裡研究植物，<hex:02100103>希望能對「空無大地」的恢復有所幫助。  
11,TEXT_VOICEMAN_06500_000080_RYNE,咖啡樹……。<hex:02100103>確實，它需要在溫暖的地方生長……。  
12,TEXT_VOICEMAN_06500_000090_RYNE,啊，但也需要日夜溫差。<hex:02100103>咦，那裡可能剛好適合……。  
13,TEXT_VOICEMAN_06500_000100_RYNE,而且，如果能收穫大量的咖啡豆，<hex:02100103>咖啡餅乾的生產量也可能像以前那樣增加……！？  
14,TEXT_VOICEMAN_06500_000110_RYNE,你在這裡嗎？  
15,TEXT_VOICEMAN_06500_000120_RYNE,唉，你本來可以直接跟我說話的……。  
16,TEXT_VOICEMAN_06500_000130_RYNE,其實，我正在研究如何在已經開始恢復的「空無大地」上，<hex:02100103>增加更多的綠色植物。<hex:02100103>所以我正在這裡學習有關植物的事。  
17,TEXT_VOICEMAN_06500_000140_RYNE,你怎麼來到水晶都了？<hex:02100103>我聽說末日的事情已經平息了。  
18,TEXT_VOICEMAN_06500_000150_RYNE,為了對抗來自異世界的威脅，你需要光的力量……。  
19,TEXT_VOICEMAN_06500_000160_RYNE,我也能幫忙嗎？  
20,TEXT_VOICEMAN_06500_000170_RYNE,我曾經感覺到與海德琳的連結，<hex:02100103>但在終末之際它就消失了。  
21,TEXT_VOICEMAN_06500_000180_RYNE,不過操控光的力量仍然存在於我體內。<hex:02100103>如果能夠幫助到某人，就請讓我來吧！  
22,TEXT_VOICEMAN_06500_000190_BEQLUGG,讓你久等了。<hex:02100103>零的實體化已經順利完成了。  
23,TEXT_VOICEMAN_06500_000200_BEQLUGG,已經空了的吸魂晶，我就先借著用。<hex:02100103>如果要操作塔的話，<hex:02100103>可能需要這裡使用的皇族血液。  
24,TEXT_VOICEMAN_06500_000210_BEQLUGG,嗯，這是關於塔操作方法的筆記嗎？  
25,TEXT_VOICEMAN_06500_000220_BEQLUGG,他的話語中帶有以前沒有的輕盈，<hex:02100103>知道他過得很好真是太好了。
26,TEXT_VOICEMAN_06500_000230_BEQLUGG,我會邊讀筆記，邊開始準備啟動塔。  
27,TEXT_VOICEMAN_06500_000240_MYSTERIOUSPERSON,真是麻煩你了。 
28,TEXT_VOICEMAN_06500_000250_BEQLUGG,沒關係。<hex:02100103>但對我們恩莫族來說，<hex:02100103>在實現「願望」後理應得到相應的報酬呢……
29,TEXT_VOICEMAN_06500_000260_MYSTERIOUSPERSON,哦，這和妖異很像嘛。<hex:02100103>那麼要吃我的乙太嗎？
30,TEXT_VOICEMAN_06500_000270_BEQLUGG,我不需要那東西啦！<hex:02100103>而且那樣根本無法滿足我的心啊！  
31,TEXT_VOICEMAN_06500_000280_RYNE,嘛嘛，你們兩個……！<hex:02100103>每個人的喜好都是不同的……都是不同的……！  
32,TEXT_VOICEMAN_06500_000290_BEQLUGG,那麼，我們稍後再見。<hex:02100103>除了塔以外的準備，就拜託你了。  
33,TEXT_VOICEMAN_06500_000300_RYNE,那個……你是零對吧。<hex:02100103>我是琳，請多指教！  
34,TEXT_VOICEMAN_06500_000310_MYSTERIOUSPERSON,這裡就是被光吞噬的世界嗎？<hex:02100103>確實可以強烈感受到光的力量，<hex:02100103>但是人們和天空，看起來和你的世界並無太大差異。  
35,TEXT_VOICEMAN_06500_000320_RYNE,那是因為「暗之戰士」的活躍，<hex:02100103>光之氾濫才真正被阻止了。  
36,TEXT_VOICEMAN_06500_000330_RYNE,如果你願意，我們可以稍微走一走嗎？  
37,TEXT_VOICEMAN_06500_000340_MYSTERIOUSPERSON,果然還是一樣，普通的天空。  
38,TEXT_VOICEMAN_06500_000350_MYSTERIOUSPERSON,這個世界……是說已經恢復了嗎……。  
39,TEXT_VOICEMAN_06500_000360_MYSTERIOUSPERSON,這就是光之氾濫剛發生那個地方的遺址……。  
40,TEXT_VOICEMAN_06500_000370_MYSTERIOUSPERSON,暗之氾濫發生的時候，是怎麼樣的呢……。<hex:02100103>冷漠和虛無……我只記得這些……。  
41,TEXT_VOICEMAN_06500_000380_RYNE,零……？  
42,TEXT_VOICEMAN_06500_000390_MYSTERIOUSPERSON,……沒事。  
43,TEXT_VOICEMAN_06500_000400_MYSTERIOUSPERSON,這是你堵住的嗎？  
44,TEXT_VOICEMAN_06500_000410_RYNE,啊，不……不是我，而是最初的光之巫女敏菲利亞<hex:02100103>我只是繼承了她的力量和意志。  
45,TEXT_VOICEMAN_06500_000420_MYSTERIOUSPERSON,原來如此……  
46,TEXT_VOICEMAN_06500_000430_MYSTERIOUSPERSON,那我們開始吧。  
47,TEXT_VOICEMAN_06500_000440_RYNE,道中的設置已經幾乎完成了。<hex:02100103>最後一個就拜託你了！  
48,TEXT_VOICEMAN_06500_000450_MYSTERIOUSPERSON,光的連結……。  
49,TEXT_VOICEMAN_06500_000460_MYSTERIOUSPERSON,簡直太耀眼了。<hex:02100103>對於我這個從頭到腳都被暗染黑的人來說……。  
50,TEXT_VOICEMAN_06500_000470_MYSTERIOUSPERSON,哈……！  
51,TEXT_VOICEMAN_06500_000480_JULLUS,無論過去如何，零現在還活著。  
52,TEXT_VOICEMAN_06500_000490_JULLUS,所以之前辦不到的事情，現在不一定辦不了吧？  
53,TEXT_VOICEMAN_06500_000500_MYSTERIOUSPERSON,如果，我也有光的力量的話……。  
54,TEXT_VOICEMAN_06500_000510_MYSTERIOUSPERSON,咕，啊啊啊……！  
55,TEXT_VOICEMAN_06500_000520_MYSTERIOUSPERSON,咕  
56,TEXT_VOICEMAN_06500_000530_MYSTERIOUSPERSON,我不能輸……！<hex:02100103>無論是光還是暗……！  
