key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_FESANV2023LETTER_00829_LETTERTREE00829_000_001,歡迎來到新生祭的信件樹展示場。<hex:02100103>在這裡，我們展示著寫給那些經歷過第七靈災並活在當下的「某人」的匿名信件。
1,TEXT_FESANV2023LETTER_00829_LETTERTREE00829_100_002,其中也包含寫給冒險者們的信件。<hex:02100103>執行委員會目前正在進行準備工作，<hex:02100103>如果您願意，請稍後再次與我們聯繫。
2,TEXT_FESANV2023LETTER_00829_LETTERTREE00829_000_002,其中也有寫給冒險者的信件，<hex:02100103>如果您想讀某封信件，請告訴我。
3,TEXT_FESANV2023LETTER_00829_Q1_000_001,您想讀哪封信？(翻譯:螢詩月@巴哈姆特)
4,TEXT_FESANV2023LETTER_00829_A1_000_001,來自公告板管理員的信
5,TEXT_FESANV2023LETTER_00829_A1_000_002,來自某位編舞師的信
6,TEXT_FESANV2023LETTER_00829_A1_000_003,來自演技教本作者的信
7,TEXT_FESANV2023LETTER_00829_A1_000_004,來自某位舞台美術家的信
8,TEXT_FESANV2023LETTER_00829_A1_000_005,來自節慶執行委員會的信
9,TEXT_FESANV2023LETTER_00829_A1_000_006,來自某位建築師的信
10,TEXT_FESANV2023LETTER_00829_A1_000_009,取消
11,TEXT_FESANV2023LETTER_00829_A2_000_001,來自無名的工匠的信
12,TEXT_FESANV2023LETTER_00829_A2_000_002,來自某位語言學家的信
13,TEXT_FESANV2023LETTER_00829_A2_000_003,來自某位城市居民的信
14,TEXT_FESANV2023LETTER_00829_A2_000_004,來自某位舞台導演的信
15,TEXT_FESANV2023LETTER_00829_A2_000_005,來自某位廣告工匠的信
16,TEXT_FESANV2023LETTER_00829_A2_000_006,來自某位導遊的信
17,TEXT_FESANV2023LETTER_00829_A3_000_001,來自某位門衛的信
18,TEXT_FESANV2023LETTER_00829_A3_000_002,來自某位劇場編劇的信
19,TEXT_FESANV2023LETTER_00829_A3_000_003,來自某位舞台作曲家的信
20,TEXT_FESANV2023LETTER_00829_A3_000_004,來自某位舞台音響工程師的信
21,TEXT_FESANV2023LETTER_00829_A3_000_005,來自名不見經傳的冒險者的信
22,TEXT_FESANV2023LETTER_00829_LETTER00829_000_010,(-來自公告板管理員的信-)自從在街角設立公告板以來已經過了多少年月。<hex:02100103>即使過了很長時間，也感謝很多冒險者們，<hex:02100103>每天都會來這裡寫下一些內容。
23,TEXT_FESANV2023LETTER_00829_LETTER00829_000_011,(-來自公告板管理員的信-)公告板就像是天然磁石，<hex:02100103>看到它將冒險者們連結在一起的樣子，真是讓我感到無比的欣慰。<hex:02100103>希望你們今後也繼續使用它來交流和分享資訊。
24,TEXT_FESANV2023LETTER_00829_LETTER00829_000_012,(-來自公告板管理員的信-)作為管理人，我們希望今後能夠繼續努力，<hex:02100103>提供各種指南和活動資訊等，使之更為充實，讓大家能夠更愉快地進行冒險。<hex:02100103>～來自公告板的管理人～
25,TEXT_FESANV2023LETTER_00829_LETTER00829_000_013,(-來自某位編舞師的信-)傳達情感的演技和舞蹈，<hex:02100103>還有魔法人偶的可愛動作……<hex:02100103>我們就是專門製作這些“動作”的人。
26,TEXT_FESANV2023LETTER_00829_LETTER00829_000_014,(-來自某位編舞師的信-)但是，動作並不能像武器或繪畫那樣留下形狀。<hex:02100103>反而像是柔軟布料的搖曳，或是蓬鬆波浪的彈力，<hex:02100103>都只是瞬間就會消失的東西。
27,TEXT_FESANV2023LETTER_00829_LETTER00829_000_015,(-來自某位編舞師的信-)正因如此，如果能有什麼東西留在你的記憶中，<hex:02100103>對我們來說就沒有什麼比這更開心的了。<hex:02100103>～來自某位編舞師～
28,TEXT_FESANV2023LETTER_00829_LETTER00829_000_016,(-來自演技教本作者的信-)每天都有很多人在乙太石附近來來去去。<hex:02100103>站在旁邊，你會看到冒險者們各自過著自己的生活，<hex:02100103>他們的身影卻會留在你的視線中。
29,TEXT_FESANV2023LETTER_00829_LETTER00829_000_017,(-來自演技教本作者的信-)有的人與朋友擦肩而過時互相打招呼，<hex:02100103>有的人展示剛學會的新舞蹈，<hex:02100103>有的人坐在長凳上閑聊。
30,TEXT_FESANV2023LETTER_00829_LETTER00829_000_018,(-來自演技教本作者的信-)下雨時會撐起傘，肚子餓了就咬一口麵包。<hex:02100103>這些平凡的日常景象讓我從心底感到快樂，並對此感到自豪。
31,TEXT_FESANV2023LETTER_00829_LETTER00829_000_019,(-來自演技教本作者的信-)我們將繼續努力，<hex:02100103>為這些日常生活增添「動作」這一色彩。<hex:02100103>～來自演技教本的作者～
32,TEXT_FESANV2023LETTER_00829_LETTER00829_000_020,(-來自某位舞台美術家的信-)冒險者們，你好！<hex:02100103>我是一個喜歡製作奇特道具的舞台美術家。
33,TEXT_FESANV2023LETTER_00829_LETTER00829_000_021,(-來自某位舞台美術家的信-)當我們用心製作的作品能引起你們的注意，<hex:02100103>成為你們的小夥伴，或者變成你們的交通工具……<hex:02100103>這些意想不到的喜悅都讓我們感到非常開心。
34,TEXT_FESANV2023LETTER_00829_LETTER00829_000_022,(-來自某位舞台美術家的信-)無論是奇特的東西，<hex:02100103>還是舞台上的小物品，你們都對它們充滿愛意，<hex:02100103>真的非常感謝你們。
35,TEXT_FESANV2023LETTER_00829_LETTER00829_000_023,(-來自某位舞台美術家的信-)我無時無刻都夢想著能再次讓你感到愉快……，<hex:02100103>希望能繼續為你提供充滿創意的美術作品！<hex:02100103>～來自某位舞台美術家～
36,TEXT_FESANV2023LETTER_00829_LETTER00829_000_024,(-來自節慶執行委員的信-)冒險者先生，謝謝你享受我們每季的節慶！<hex:02100103>我是負責城鎮裝飾的一位執行委員。
37,TEXT_FESANV2023LETTER_00829_LETTER00829_000_025,(-來自節慶執行委員的信-)儘管裝飾只是活動的配角，但也有人注意到迷途的炸彈，<hex:02100103>或是雪人的戀情等小巧的設計，我感到非常的開心和感激。
38,TEXT_FESANV2023LETTER_00829_LETTER00829_000_026,(-來自節慶執行委員的信-)我們希望未來也能讓季節的氛圍，<hex:02100103>成為大家冒險旅程中的一種放鬆。<hex:02100103>～來自節慶執行委員～
39,TEXT_FESANV2023LETTER_00829_LETTER00829_000_027,(-來自某位建築師的信-)最近，我和我的夥伴們一直在各地奔波，<hex:02100103>進行建築物和街道的翻新工程，或是整理自然風景，<hex:02100103>這就是我們正在進行的工作。
40,TEXT_FESANV2023LETTER_00829_LETTER00829_000_028,(-來自某位建築師的信-)我們希望冒險者們能更舒適地享受旅程。<hex:02100103>這是我們開始這項工作的初衷。
41,TEXT_FESANV2023LETTER_00829_LETTER00829_000_029,(-來自某位建築師的信-)我們希望你們的旅程能持續很久，<hex:02100103>並且希望它能變得更加豐富多彩。<hex:02100103>～來自某位建築師～
42,TEXT_FESANV2023LETTER_00829_LETTER00829_000_030,(-來自無名工匠的信-)給正在閱讀這封信的你。<hex:02100103>請想像一下，<hex:02100103>此刻有許多冒險者正在與你共享這個世界……
